order_id,order_date,productI_id,product_name,category,quantity,unit_price,cost_per_unit,discount,customer_type,payment_mode
ORD0617,12/22/2024,P001,Cola Drink,Beverages,4,30,15,16.78,Returning,Cash
ORD0618,5/22/2024,P004,Chocolate Bar,Snacks,4,25,10,4.22,Returning,Wallet
ORD0619,8/27/2024,P001,Cola Drink,Beverages,1,30,15,21.3,Returning,Wallet
ORD0620,8/11/2024,P001,Cola Drink,Beverages,5,30,15,20.39,New,Card
ORD0621,12/18/2024,P001,Cola Drink,Beverages,5,30,15,8.22,New,Wallet
ORD0622,1/14/2024,P003,Veg Sandwich,Meals,6,60,35,19.18,Returning,Cash
ORD0623,3/7/2024,P004,Chocolate Bar,Snacks,6,25,10,22.72,Returning,Cash
ORD0624,6/22/2024,P001,Cola Drink,Beverages,8,30,15,1.62,New,Wallet
ORD0625,11/13/2024,P004,Chocolate Bar,Snacks,6,25,10,10.88,New,Cash
ORD0626,11/6/2024,P005,Coffee,Beverages,8,50,25,7.14,Returning,Cash
ORD0627,10/25/2024,P005,Coffee,Beverages,6,50,25,8.75,New,Wallet
ORD0628,6/25/2024,P004,Chocolate Bar,Snacks,4,25,10,13.7,Returning,Card
ORD0629,8/6/2024,P005,Coffee,Beverages,2,50,25,5.91,New,Cash
ORD0630,7/11/2024,P005,Coffee,Beverages,7,50,25,15.44,New,Card
ORD0631,12/7/2024,P002,Potato Chips,Snacks,2,40,20,11.3,Returning,Card
ORD0632,5/28/2024,P004,Chocolate Bar,Snacks,4,25,10,20.74,New,UPI
ORD0633,11/9/2024,P004,Chocolate Bar,Snacks,6,25,10,0.1,New,UPI
ORD0634,9/26/2024,P003,Veg Sandwich,Meals,7,60,35,14.53,Returning,Cash
ORD0635,11/7/2024,P005,Coffee,Beverages,1,50,25,15.34,New,Cash
ORD0636,8/5/2024,P005,Coffee,Beverages,4,50,25,5,Returning,Card
ORD0637,6/11/2024,P004,Chocolate Bar,Snacks,7,25,10,23.76,New,UPI
ORD0638,3/31/2024,P003,Veg Sandwich,Meals,1,60,35,19.09,Returning,Wallet
ORD0639,7/5/2024,P005,Coffee,Beverages,4,50,25,1.15,New,Card
ORD0640,6/9/2024,P002,Potato Chips,Snacks,2,40,20,22.59,Returning,Cash
ORD0641,11/17/2024,P004,Chocolate Bar,Snacks,4,25,10,6.53,Returning,Wallet
ORD0642,6/12/2024,P004,Chocolate Bar,Snacks,6,25,10,4.41,Returning,UPI
ORD0643,5/23/2024,P005,Coffee,Beverages,5,50,25,18.21,New,Card
ORD0644,10/1/2024,P002,Potato Chips,Snacks,5,40,20,13.6,Returning,Card
ORD0645,9/10/2024,P002,Potato Chips,Snacks,2,40,20,5.28,Returning,UPI
ORD0646,2/12/2024,P001,Cola Drink,Beverages,2,30,15,23.79,New,Wallet
ORD0647,3/15/2024,P005,Coffee,Beverages,1,50,25,14.03,Returning,Cash
ORD0648,4/29/2024,P005,Coffee,Beverages,3,50,25,24.41,Returning,Card
ORD0649,1/4/2024,P003,Veg Sandwich,Meals,5,60,35,1.88,New,Wallet
ORD0650,9/21/2024,P005,Coffee,Beverages,6,50,25,10.96,New,Wallet
ORD0651,11/12/2024,P001,Cola Drink,Beverages,3,30,15,18.44,New,Card
ORD0652,12/14/2024,P003,Veg Sandwich,Meals,4,60,35,16.58,New,Card
ORD0653,1/27/2024,P005,Coffee,Beverages,6,50,25,4.79,New,Cash
ORD0654,8/3/2024,P001,Cola Drink,Beverages,2,30,15,0.61,New,Wallet
ORD0655,7/25/2024,P002,Potato Chips,Snacks,6,40,20,19.23,New,Cash
ORD0656,2/4/2024,P004,Chocolate Bar,Snacks,1,25,10,14.9,Returning,Card
ORD0657,11/26/2024,P002,Potato Chips,Snacks,6,40,20,2.16,New,Wallet
ORD0658,3/28/2024,P001,Cola Drink,Beverages,2,30,15,10.98,New,Card
ORD0659,8/15/2024,P004,Chocolate Bar,Snacks,1,25,10,17.64,New,UPI
ORD0660,6/19/2024,P003,Veg Sandwich,Meals,7,60,35,1.88,Returning,UPI
ORD0661,9/10/2024,P004,Chocolate Bar,Snacks,6,25,10,6.9,New,Wallet
ORD0662,10/28/2024,P001,Cola Drink,Beverages,2,30,15,9.66,Returning,Wallet
ORD0663,1/29/2024,P003,Veg Sandwich,Meals,6,60,35,11.12,Returning,UPI
ORD0664,3/7/2024,P004,Chocolate Bar,Snacks,5,25,10,13.37,Returning,Cash
ORD0665,2/7/2024,P001,Cola Drink,Beverages,3,30,15,7.91,New,UPI
ORD0666,11/13/2024,P002,Potato Chips,Snacks,1,40,20,2.32,New,Cash
ORD0667,4/22/2024,P004,Chocolate Bar,Snacks,6,25,10,17.71,Returning,Cash
ORD0668,6/7/2024,P002,Potato Chips,Snacks,4,40,20,8.01,Returning,UPI
ORD0669,10/26/2024,P002,Potato Chips,Snacks,6,40,20,6.03,Returning,Cash
ORD0670,9/15/2024,P002,Potato Chips,Snacks,7,40,20,16.89,Returning,Card
ORD0671,8/5/2024,P004,Chocolate Bar,Snacks,6,25,10,23.81,New,Cash
ORD0672,1/11/2024,P002,Potato Chips,Snacks,1,40,20,2.38,Returning,Cash
ORD0673,10/18/2024,P005,Coffee,Beverages,5,50,25,5.51,Returning,Card
ORD0674,12/27/2024,P002,Potato Chips,Snacks,4,40,20,14.84,Returning,UPI
ORD0675,5/29/2024,P001,Cola Drink,Beverages,4,30,15,0.3,New,Wallet
ORD0676,5/8/2024,P001,Cola Drink,Beverages,2,30,15,9.83,New,Card
ORD0677,9/25/2024,P003,Veg Sandwich,Meals,7,60,35,17.06,New,UPI
ORD0678,11/19/2024,P003,Veg Sandwich,Meals,8,60,35,15.12,Returning,Card
ORD0679,4/20/2024,P002,Potato Chips,Snacks,7,40,20,14.8,New,UPI
ORD0680,11/3/2024,P004,Chocolate Bar,Snacks,3,25,10,9.23,Returning,Wallet
ORD0681,10/21/2024,P005,Coffee,Beverages,8,50,25,21.13,Returning,Wallet
ORD0682,3/29/2024,P003,Veg Sandwich,Meals,1,60,35,16.24,Returning,Cash
ORD0683,4/16/2024,P003,Veg Sandwich,Meals,1,60,35,11.12,New,Card
ORD0684,4/16/2024,P003,Veg Sandwich,Meals,7,60,35,22.31,Returning,Cash
ORD0685,5/7/2024,P002,Potato Chips,Snacks,6,40,20,11.71,New,Wallet
ORD0686,9/7/2024,P001,Cola Drink,Beverages,1,30,15,24.34,New,Card
ORD0687,12/6/2024,P002,Potato Chips,Snacks,3,40,20,22.65,Returning,Card
ORD0688,2/20/2024,P005,Coffee,Beverages,8,50,25,13.33,New,Cash
ORD0689,5/16/2024,P002,Potato Chips,Snacks,4,40,20,8.64,New,UPI
ORD0690,3/24/2024,P004,Chocolate Bar,Snacks,5,25,10,12.73,New,Wallet
ORD0691,10/3/2024,P001,Cola Drink,Beverages,4,30,15,16.37,New,UPI
ORD0692,5/28/2024,P001,Cola Drink,Beverages,8,30,15,24.05,New,Cash
ORD0693,8/9/2024,P005,Coffee,Beverages,5,50,25,5.13,New,Cash
ORD0694,6/24/2024,P005,Coffee,Beverages,5,50,25,2.92,Returning,Card
ORD0695,5/16/2024,P001,Cola Drink,Beverages,7,30,15,18.52,Returning,Wallet
ORD0696,4/12/2024,P003,Veg Sandwich,Meals,5,60,35,18,New,Cash
ORD0697,9/11/2024,P002,Potato Chips,Snacks,2,40,20,11.82,Returning,Cash
ORD0698,3/2/2024,P001,Cola Drink,Beverages,6,30,15,22.73,Returning,UPI
ORD0699,2/3/2024,P002,Potato Chips,Snacks,7,40,20,23.77,Returning,Card
ORD0700,11/6/2024,P002,Potato Chips,Snacks,5,40,20,2.82,Returning,Card
ORD0701,1/7/2024,P004,Chocolate Bar,Snacks,5,25,10,9.08,Returning,Card
ORD0702,10/18/2024,P005,Coffee,Beverages,8,50,25,3.94,Returning,Cash
ORD0703,11/26/2024,P004,Chocolate Bar,Snacks,8,25,10,14.31,Returning,Card
ORD0704,4/21/2024,P003,Veg Sandwich,Meals,5,60,35,12.14,New,Card
ORD0705,1/21/2024,P003,Veg Sandwich,Meals,5,60,35,3.9,New,Card
ORD0706,10/15/2024,P005,Coffee,Beverages,6,50,25,15.27,Returning,Wallet
ORD0707,5/24/2024,P004,Chocolate Bar,Snacks,4,25,10,9.08,New,Card
ORD0708,1/1/2024,P002,Potato Chips,Snacks,4,40,20,1.99,New,UPI
ORD0709,5/16/2024,P001,Cola Drink,Beverages,6,30,15,16.45,Returning,Cash
ORD0710,1/3/2024,P002,Potato Chips,Snacks,8,40,20,19.49,New,Wallet
ORD0711,11/7/2024,P005,Coffee,Beverages,2,50,25,20.64,Returning,Cash
ORD0712,9/2/2024,P001,Cola Drink,Beverages,2,30,15,22.93,Returning,Wallet
ORD0713,9/6/2024,P004,Chocolate Bar,Snacks,3,25,10,2.25,Returning,Wallet
ORD0714,7/31/2024,P002,Potato Chips,Snacks,2,40,20,5.56,Returning,UPI
ORD0715,6/17/2024,P001,Cola Drink,Beverages,4,30,15,16.58,New,Cash
ORD0716,9/28/2024,P001,Cola Drink,Beverages,7,30,15,7.63,Returning,Cash
ORD0717,9/17/2024,P002,Potato Chips,Snacks,5,40,20,21.83,New,Cash
ORD0718,7/6/2024,P004,Chocolate Bar,Snacks,8,25,10,16.2,New,Card
ORD0719,11/15/2024,P002,Potato Chips,Snacks,6,40,20,16.13,Returning,UPI
ORD0720,9/23/2024,P002,Potato Chips,Snacks,3,40,20,2.75,Returning,Wallet
ORD0721,6/16/2024,P005,Coffee,Beverages,5,50,25,21.67,New,Card
ORD0722,6/26/2024,P004,Chocolate Bar,Snacks,8,25,10,21.88,New,Cash
ORD0723,10/17/2024,P005,Coffee,Beverages,7,50,25,6.59,New,Card
ORD0724,1/15/2024,P005,Coffee,Beverages,7,50,25,5.87,Returning,UPI
ORD0725,7/17/2024,P005,Coffee,Beverages,1,50,25,10.43,Returning,Cash
ORD0726,6/16/2024,P004,Chocolate Bar,Snacks,2,25,10,12.62,Returning,Card
ORD0727,8/27/2024,P005,Coffee,Beverages,1,50,25,15.11,New,UPI
ORD0728,5/15/2024,P003,Veg Sandwich,Meals,2,60,35,15.38,Returning,UPI
ORD0729,6/29/2024,P001,Cola Drink,Beverages,6,30,15,9.92,New,Card
ORD0730,1/2/2024,P005,Coffee,Beverages,3,50,25,21.37,New,Cash
ORD0731,8/30/2024,P004,Chocolate Bar,Snacks,4,25,10,18.41,New,Cash
ORD0732,2/1/2024,P002,Potato Chips,Snacks,2,40,20,2.99,Returning,Cash
ORD0733,3/21/2024,P005,Coffee,Beverages,8,50,25,9.2,New,Card
ORD0734,11/17/2024,P005,Coffee,Beverages,6,50,25,0.66,New,Card
ORD0735,3/20/2024,P003,Veg Sandwich,Meals,7,60,35,16.07,New,Card
ORD0736,2/16/2024,P005,Coffee,Beverages,5,50,25,12.93,New,Card
ORD0737,12/5/2024,P001,Cola Drink,Beverages,6,30,15,5.4,New,Wallet
ORD0738,4/6/2024,P005,Coffee,Beverages,8,50,25,13.9,New,Cash
ORD0739,6/28/2024,P003,Veg Sandwich,Meals,5,60,35,9.35,New,UPI
ORD0740,8/30/2024,P004,Chocolate Bar,Snacks,3,25,10,13.95,New,Cash
ORD0741,10/11/2024,P004,Chocolate Bar,Snacks,2,25,10,2.61,New,Wallet
ORD0742,2/22/2024,P003,Veg Sandwich,Meals,6,60,35,1.5,Returning,Cash
ORD0743,4/9/2024,P001,Cola Drink,Beverages,4,30,15,14.47,New,Card
ORD0744,6/10/2024,P003,Veg Sandwich,Meals,2,60,35,11.46,Returning,UPI
ORD0745,6/9/2024,P003,Veg Sandwich,Meals,8,60,35,15.74,Returning,UPI
ORD0746,5/12/2024,P005,Coffee,Beverages,7,50,25,14.95,New,Card
ORD0747,4/30/2024,P005,Coffee,Beverages,7,50,25,20.31,New,Cash
ORD0748,2/20/2024,P002,Potato Chips,Snacks,6,40,20,14.49,New,Cash
ORD0749,8/20/2024,P003,Veg Sandwich,Meals,8,60,35,0.14,Returning,UPI
ORD0750,1/4/2024,P004,Chocolate Bar,Snacks,5,25,10,23.93,New,Card
ORD0751,3/25/2024,P002,Potato Chips,Snacks,5,40,20,23.96,Returning,UPI
ORD0752,8/2/2024,P005,Coffee,Beverages,8,50,25,20.54,New,Cash
ORD0753,12/3/2024,P001,Cola Drink,Beverages,8,30,15,7.63,New,Wallet
ORD0754,8/4/2024,P002,Potato Chips,Snacks,4,40,20,15.62,Returning,UPI
ORD0755,8/11/2024,P003,Veg Sandwich,Meals,1,60,35,6.17,New,Card
ORD0756,9/16/2024,P002,Potato Chips,Snacks,2,40,20,4.77,Returning,Card
ORD0757,11/16/2024,P003,Veg Sandwich,Meals,5,60,35,7.03,New,Card
ORD0758,4/27/2024,P002,Potato Chips,Snacks,1,40,20,21.13,Returning,UPI
ORD0759,11/25/2024,P001,Cola Drink,Beverages,2,30,15,19.01,Returning,UPI
ORD0760,5/17/2024,P005,Coffee,Beverages,7,50,25,5.71,New,Wallet
ORD0761,3/20/2024,P004,Chocolate Bar,Snacks,7,25,10,7.94,Returning,Wallet
ORD0762,1/19/2024,P004,Chocolate Bar,Snacks,8,25,10,3.19,New,Cash
ORD0763,7/19/2024,P005,Coffee,Beverages,6,50,25,5.77,New,Cash
ORD0764,1/16/2024,P004,Chocolate Bar,Snacks,5,25,10,2.75,New,Card
ORD0765,5/27/2024,P002,Potato Chips,Snacks,7,40,20,14.86,New,Wallet
ORD0766,7/2/2024,P005,Coffee,Beverages,7,50,25,1.17,New,Card
ORD0767,2/27/2024,P004,Chocolate Bar,Snacks,8,25,10,7.15,Returning,Card
ORD0768,5/17/2024,P005,Coffee,Beverages,3,50,25,0.96,Returning,Wallet
ORD0769,3/24/2024,P001,Cola Drink,Beverages,5,30,15,1.59,New,UPI
ORD0770,6/13/2024,P004,Chocolate Bar,Snacks,6,25,10,20.86,Returning,Wallet
ORD0771,11/2/2024,P001,Cola Drink,Beverages,5,30,15,24.11,Returning,Card
ORD0772,9/4/2024,P004,Chocolate Bar,Snacks,5,25,10,16.2,New,Card
ORD0773,3/16/2024,P002,Potato Chips,Snacks,8,40,20,15.26,New,Wallet
ORD0774,10/23/2024,P002,Potato Chips,Snacks,2,40,20,3.72,New,Cash
ORD0775,8/29/2024,P002,Potato Chips,Snacks,2,40,20,4.93,New,UPI
ORD0776,7/2/2024,P002,Potato Chips,Snacks,4,40,20,17.88,New,Cash
ORD0777,9/19/2024,P004,Chocolate Bar,Snacks,4,25,10,5.61,Returning,Cash
ORD0778,7/1/2024,P003,Veg Sandwich,Meals,4,60,35,2.61,New,Cash
ORD0779,1/21/2024,P004,Chocolate Bar,Snacks,2,25,10,22.94,New,Card
ORD0780,10/3/2024,P002,Potato Chips,Snacks,1,40,20,3.15,New,Cash
ORD0781,2/12/2024,P003,Veg Sandwich,Meals,3,60,35,5.17,New,Wallet
ORD0782,4/16/2024,P001,Cola Drink,Beverages,1,30,15,11.63,Returning,Wallet
ORD0783,7/28/2024,P005,Coffee,Beverages,7,50,25,23.94,Returning,Wallet
ORD0784,6/19/2024,P003,Veg Sandwich,Meals,6,60,35,19.13,New,UPI
ORD0785,11/29/2024,P004,Chocolate Bar,Snacks,7,25,10,4.01,New,UPI
ORD0786,6/18/2024,P004,Chocolate Bar,Snacks,3,25,10,2.34,New,Wallet
ORD0787,12/20/2024,P004,Chocolate Bar,Snacks,1,25,10,20.22,Returning,Cash
ORD0788,2/25/2024,P003,Veg Sandwich,Meals,6,60,35,20.74,New,Cash
ORD0789,9/16/2024,P001,Cola Drink,Beverages,7,30,15,7.87,Returning,Card
ORD0790,8/12/2024,P002,Potato Chips,Snacks,6,40,20,20.74,New,Card
ORD0791,2/13/2024,P002,Potato Chips,Snacks,2,40,20,5.47,New,Wallet
ORD0792,1/17/2024,P001,Cola Drink,Beverages,4,30,15,16.62,Returning,UPI
ORD0793,10/4/2024,P005,Coffee,Beverages,7,50,25,11.32,Returning,Wallet
ORD0794,1/3/2024,P005,Coffee,Beverages,1,50,25,10.54,New,Wallet
ORD0795,11/25/2024,P002,Potato Chips,Snacks,4,40,20,6.47,New,Wallet
ORD0796,4/30/2024,P002,Potato Chips,Snacks,7,40,20,0.19,Returning,Card
ORD0797,3/19/2024,P004,Chocolate Bar,Snacks,3,25,10,15.29,New,Wallet
ORD0798,6/7/2024,P003,Veg Sandwich,Meals,8,60,35,2.15,Returning,Cash
ORD0799,8/29/2024,P002,Potato Chips,Snacks,4,40,20,2.23,Returning,UPI
ORD0800,4/6/2024,P002,Potato Chips,Snacks,4,40,20,7.74,Returning,Card
ORD0801,2/11/2024,P002,Potato Chips,Snacks,1,40,20,21.77,New,Wallet
ORD0802,12/29/2024,P005,Coffee,Beverages,6,50,25,9,Returning,UPI
ORD0803,11/12/2024,P004,Chocolate Bar,Snacks,6,25,10,7.93,New,Wallet
ORD0804,10/23/2024,P005,Coffee,Beverages,1,50,25,14.46,New,UPI
ORD0805,10/2/2024,P001,Cola Drink,Beverages,5,30,15,0.9,Returning,Card
ORD0806,11/17/2024,P005,Coffee,Beverages,7,50,25,1.27,Returning,Cash
ORD0807,4/29/2024,P003,Veg Sandwich,Meals,7,60,35,23.76,Returning,Cash
ORD0808,2/22/2024,P002,Potato Chips,Snacks,2,40,20,1.91,Returning,Card
ORD0809,5/8/2024,P003,Veg Sandwich,Meals,5,60,35,8.84,New,Wallet
ORD0810,9/2/2024,P005,Coffee,Beverages,3,50,25,0.83,Returning,UPI
ORD0811,10/21/2024,P001,Cola Drink,Beverages,6,30,15,3.49,Returning,Cash
ORD0812,7/8/2024,P005,Coffee,Beverages,4,50,25,18.2,Returning,Card
ORD0813,2/7/2024,P004,Chocolate Bar,Snacks,3,25,10,0.12,Returning,UPI
ORD0814,8/3/2024,P001,Cola Drink,Beverages,2,30,15,4.77,New,Wallet
ORD0815,3/24/2024,P001,Cola Drink,Beverages,3,30,15,15.55,Returning,Wallet
ORD0816,9/24/2024,P001,Cola Drink,Beverages,6,30,15,23.3,New,UPI
ORD0817,1/30/2024,P005,Coffee,Beverages,6,50,25,18.34,New,Cash
ORD0818,2/25/2024,P004,Chocolate Bar,Snacks,8,25,10,6.89,New,Cash
ORD0819,2/8/2024,P001,Cola Drink,Beverages,6,30,15,14.46,New,Wallet
ORD0820,8/17/2024,P005,Coffee,Beverages,3,50,25,4.47,New,Card
ORD0821,8/14/2024,P002,Potato Chips,Snacks,2,40,20,15.94,Returning,Cash
ORD0822,2/17/2024,P002,Potato Chips,Snacks,7,40,20,22.89,Returning,UPI
ORD0823,10/5/2024,P003,Veg Sandwich,Meals,7,60,35,8.62,Returning,Card
ORD0824,12/16/2024,P002,Potato Chips,Snacks,3,40,20,24.97,New,Cash
ORD0825,8/22/2024,P004,Chocolate Bar,Snacks,2,25,10,14.53,New,Card
ORD0826,6/16/2024,P004,Chocolate Bar,Snacks,7,25,10,6.78,Returning,Cash
ORD0827,4/11/2024,P005,Coffee,Beverages,7,50,25,21.23,New,UPI
ORD0828,12/15/2024,P003,Veg Sandwich,Meals,7,60,35,21.06,New,Card
ORD0829,8/27/2024,P002,Potato Chips,Snacks,1,40,20,4.06,New,Cash
ORD0830,7/1/2024,P002,Potato Chips,Snacks,3,40,20,2.86,New,Cash
ORD0831,5/18/2024,P003,Veg Sandwich,Meals,2,60,35,4.96,Returning,Cash
ORD0832,11/21/2024,P001,Cola Drink,Beverages,2,30,15,7.02,New,Cash
ORD0833,1/15/2024,P001,Cola Drink,Beverages,2,30,15,5.67,Returning,Card
ORD0834,6/28/2024,P005,Coffee,Beverages,3,50,25,24.16,New,Card
ORD0835,4/18/2024,P001,Cola Drink,Beverages,7,30,15,1.11,New,Wallet
ORD0836,10/5/2024,P003,Veg Sandwich,Meals,2,60,35,12.08,New,UPI
ORD0837,1/2/2024,P004,Chocolate Bar,Snacks,4,25,10,3.13,New,Wallet
ORD0838,9/17/2024,P002,Potato Chips,Snacks,8,40,20,21.19,Returning,UPI
ORD0839,3/13/2024,P004,Chocolate Bar,Snacks,2,25,10,5.4,Returning,Wallet
ORD0840,7/3/2024,P003,Veg Sandwich,Meals,7,60,35,24.43,New,Card
ORD0841,8/6/2024,P003,Veg Sandwich,Meals,5,60,35,24.73,Returning,Cash
ORD0842,9/6/2024,P005,Coffee,Beverages,3,50,25,18.79,New,UPI
ORD0843,6/20/2024,P003,Veg Sandwich,Meals,3,60,35,12.82,New,Card
ORD0844,12/22/2024,P003,Veg Sandwich,Meals,2,60,35,23.86,New,UPI
ORD0845,3/26/2024,P001,Cola Drink,Beverages,7,30,15,21.83,New,Card
ORD0846,6/19/2024,P001,Cola Drink,Beverages,6,30,15,4.59,New,Cash
ORD0847,4/25/2024,P005,Coffee,Beverages,5,50,25,13.81,New,Card
ORD0848,12/10/2024,P003,Veg Sandwich,Meals,6,60,35,8.82,New,Cash
ORD0849,9/12/2024,P002,Potato Chips,Snacks,2,40,20,18.01,Returning,UPI
ORD0850,10/27/2024,P002,Potato Chips,Snacks,6,40,20,24.58,New,Card
ORD0851,12/20/2024,P002,Potato Chips,Snacks,3,40,20,5.77,Returning,UPI
ORD0852,1/30/2024,P002,Potato Chips,Snacks,7,40,20,13.16,New,Cash
ORD0853,10/13/2024,P002,Potato Chips,Snacks,1,40,20,0.97,Returning,Wallet
ORD0854,11/5/2024,P005,Coffee,Beverages,1,50,25,13.67,New,UPI
ORD0855,4/13/2024,P005,Coffee,Beverages,7,50,25,4.9,Returning,Wallet
ORD0856,7/12/2024,P001,Cola Drink,Beverages,3,30,15,12.6,New,Wallet
ORD0857,4/1/2024,P004,Chocolate Bar,Snacks,1,25,10,6.57,New,Card
ORD0858,9/28/2024,P002,Potato Chips,Snacks,2,40,20,16.81,New,Cash
ORD0859,11/19/2024,P001,Cola Drink,Beverages,6,30,15,0.96,Returning,UPI
ORD0860,10/16/2024,P002,Potato Chips,Snacks,7,40,20,22.57,New,Card
ORD0861,9/3/2024,P001,Cola Drink,Beverages,1,30,15,20.79,New,UPI
ORD0862,10/21/2024,P002,Potato Chips,Snacks,3,40,20,6.31,New,UPI
ORD0863,12/5/2024,P005,Coffee,Beverages,7,50,25,7.77,New,Cash
ORD0864,8/31/2024,P001,Cola Drink,Beverages,2,30,15,21.71,New,UPI
ORD0865,7/30/2024,P002,Potato Chips,Snacks,3,40,20,16.95,Returning,Cash
ORD0866,1/21/2024,P001,Cola Drink,Beverages,2,30,15,18.93,New,UPI
ORD0867,12/4/2024,P001,Cola Drink,Beverages,6,30,15,16.55,Returning,Cash
ORD0868,4/30/2024,P004,Chocolate Bar,Snacks,5,25,10,2.13,Returning,Cash
ORD0869,6/11/2024,P002,Potato Chips,Snacks,1,40,20,23.26,Returning,Wallet
ORD0870,1/2/2024,P004,Chocolate Bar,Snacks,7,25,10,21.04,Returning,UPI
ORD0871,10/21/2024,P005,Coffee,Beverages,4,50,25,15.04,Returning,UPI
ORD0872,9/7/2024,P003,Veg Sandwich,Meals,6,60,35,19.49,New,Cash
ORD0873,7/16/2024,P001,Cola Drink,Beverages,4,30,15,10.95,New,Cash
ORD0874,12/3/2024,P003,Veg Sandwich,Meals,2,60,35,9.63,New,UPI
ORD0875,11/8/2024,P003,Veg Sandwich,Meals,1,60,35,4.97,New,Wallet
ORD0876,7/11/2024,P002,Potato Chips,Snacks,7,40,20,1.43,Returning,Card
ORD0877,5/9/2024,P001,Cola Drink,Beverages,2,30,15,9.9,New,UPI
ORD0878,6/19/2024,P003,Veg Sandwich,Meals,8,60,35,19.28,Returning,UPI
ORD0879,2/20/2024,P005,Coffee,Beverages,8,50,25,5.3,New,UPI
ORD0880,12/6/2024,P003,Veg Sandwich,Meals,7,60,35,3.04,Returning,Card
ORD0881,3/8/2024,P001,Cola Drink,Beverages,1,30,15,11.77,Returning,Cash
ORD0882,3/9/2024,P004,Chocolate Bar,Snacks,5,25,10,11.91,New,Card
ORD0883,12/24/2024,P004,Chocolate Bar,Snacks,5,25,10,3.44,Returning,Card
ORD0884,1/6/2024,P004,Chocolate Bar,Snacks,4,25,10,3.96,Returning,Wallet
ORD0885,11/1/2024,P004,Chocolate Bar,Snacks,6,25,10,4.65,New,Wallet
ORD0886,7/11/2024,P002,Potato Chips,Snacks,4,40,20,19.67,Returning,UPI
ORD0887,6/30/2024,P004,Chocolate Bar,Snacks,4,25,10,20.28,Returning,Card
ORD0888,10/13/2024,P003,Veg Sandwich,Meals,3,60,35,3.73,Returning,Wallet
ORD0889,10/10/2024,P003,Veg Sandwich,Meals,3,60,35,22.44,New,Wallet
ORD0890,4/8/2024,P002,Potato Chips,Snacks,4,40,20,7.6,Returning,Card
ORD0891,12/28/2024,P005,Coffee,Beverages,3,50,25,4.91,Returning,Wallet
ORD0892,7/7/2024,P004,Chocolate Bar,Snacks,1,25,10,7.28,New,UPI
ORD0893,12/27/2024,P003,Veg Sandwich,Meals,2,60,35,11.88,New,UPI
ORD0894,3/30/2024,P002,Potato Chips,Snacks,4,40,20,3.08,New,Cash
ORD0895,5/11/2024,P005,Coffee,Beverages,8,50,25,10.65,New,Cash
ORD0896,7/30/2024,P004,Chocolate Bar,Snacks,7,25,10,15.72,New,Cash
ORD0897,12/8/2024,P004,Chocolate Bar,Snacks,7,25,10,18.25,Returning,Card
ORD0898,9/17/2024,P005,Coffee,Beverages,6,50,25,2.7,New,UPI
ORD0899,1/4/2024,P002,Potato Chips,Snacks,7,40,20,17.68,New,Wallet
ORD0900,5/14/2024,P002,Potato Chips,Snacks,5,40,20,13.45,New,Card
ORD0901,7/17/2024,P005,Coffee,Beverages,6,50,25,17.35,Returning,Card
ORD0902,8/11/2024,P005,Coffee,Beverages,2,50,25,13.76,New,Wallet
ORD0903,2/29/2024,P002,Potato Chips,Snacks,3,40,20,11.14,Returning,Card
ORD0904,7/23/2024,P004,Chocolate Bar,Snacks,5,25,10,12.03,New,Wallet
ORD0905,4/27/2024,P002,Potato Chips,Snacks,1,40,20,11.42,New,UPI
ORD0906,6/17/2024,P004,Chocolate Bar,Snacks,4,25,10,7.71,New,UPI
ORD0907,3/1/2024,P002,Potato Chips,Snacks,5,40,20,23.38,New,Cash
ORD0908,2/16/2024,P003,Veg Sandwich,Meals,6,60,35,20.09,New,UPI
ORD0909,1/17/2024,P001,Cola Drink,Beverages,8,30,15,21.5,New,Card
ORD0910,11/10/2024,P001,Cola Drink,Beverages,2,30,15,10.59,New,Cash
ORD0911,6/3/2024,P001,Cola Drink,Beverages,1,30,15,22.2,Returning,UPI
ORD0912,4/7/2024,P003,Veg Sandwich,Meals,6,60,35,7.28,New,Wallet
ORD0913,8/16/2024,P002,Potato Chips,Snacks,1,40,20,12.64,New,Wallet
ORD0914,7/16/2024,P002,Potato Chips,Snacks,6,40,20,21.26,Returning,Cash
ORD0915,11/20/2024,P003,Veg Sandwich,Meals,1,60,35,7.69,Returning,UPI
ORD0916,2/7/2024,P005,Coffee,Beverages,6,50,25,23.73,New,Card
ORD0917,5/1/2024,P003,Veg Sandwich,Meals,8,60,35,23.83,Returning,UPI
ORD0918,10/29/2024,P004,Chocolate Bar,Snacks,5,25,10,12.55,Returning,Cash
ORD0919,3/21/2024,P003,Veg Sandwich,Meals,4,60,35,3.77,Returning,Wallet
ORD0920,6/25/2024,P005,Coffee,Beverages,5,50,25,13.23,Returning,Cash
ORD0921,6/12/2024,P003,Veg Sandwich,Meals,4,60,35,15.15,New,Cash
ORD0922,8/16/2024,P005,Coffee,Beverages,3,50,25,22.91,New,Card
ORD0923,10/27/2024,P002,Potato Chips,Snacks,5,40,20,3.45,Returning,Cash
ORD0924,8/2/2024,P001,Cola Drink,Beverages,1,30,15,17.92,New,Wallet
ORD0925,9/11/2024,P001,Cola Drink,Beverages,7,30,15,22.06,New,Cash
ORD0926,6/9/2024,P001,Cola Drink,Beverages,7,30,15,18.96,Returning,UPI
